SMILES,SMILES_state,NLL,Canonical_SMILES,Flat_Canonical_SMILES,Valid_RDKit,MW,LogP,TPSA,HBD,HBA,RotBonds,HeavyAtoms,QED,Novel_vs_FXA_reference,Predicted_pKi_FXA,RF_tree_std_uncertainty,Basic_Druglike
O=C1CC(c2ccccc2)C2(CCN(C(=O)c3cccs3)CC2)N1,1,23.53,O=C1CC(c2ccccc2)C2(CCN(C(=O)c3cccs3)CC2)N1,O=C1CC(c2ccccc2)C2(CCN(C(=O)c3cccs3)CC2)N1,True,340.44800000000004,3.026600000000001,49.410000000000004,1,3,2,24,0.9134601731522275,True,6.319820308776128,1.5625154431107937,True
Cc1cccc(S(=O)(=O)Nc2c(C)cc(NCC(C)C)c3ncccc23)c1,1,31.15,Cc1cccc(S(=O)(=O)Nc2c(C)cc(NCC(C)C)c3ncccc23)c1,Cc1cccc(S(=O)(=O)Nc2c(C)cc(NCC(C)C)c3ncccc23)c1,True,383.5170000000001,4.720340000000004,71.09,2,4,6,27,0.6459917092333594,True,6.315801736990611,1.537633183744153,True
CC(=O)c1c(O)c(C(C)=C2C(=O)Oc3cccc(O)c3C2=O)c(O)oc1=O,1,32.03,CC(=O)c1c(O)c(C(C)=C2C(=O)Oc3cccc(O)c3C2=O)c(O)oc1=O,CC(=O)c1c(O)c(C(C)=C2C(=O)Oc3cccc(O)c3C2=O)c(O)oc1=O,True,372.28500000000014,1.5346000000000002,151.34,3,9,2,27,0.23421526641916338,True,6.314771186510722,1.4294952593278667,True
Cc1n[nH]c2ncc3c(c12)CCCC3,1,23.33,Cc1n[nH]c2ncc3c(c12)CCCC3,Cc1n[nH]c2ncc3c(c12)CCCC3,True,187.24599999999992,2.1451200000000004,41.57,1,2,0,14,0.6861773897245221,True,6.305844800477214,1.7143091571568128,False
CC1=NC(SCc2ccccc2)=NC(c2cccc([N+](=O)[O-])c2)C1C(=O)Nc1ccccc1Cl,1,25.09,CC1=NC(SCc2ccccc2)=NC(c2cccc([N+](=O)[O-])c2)C1C(=O)Nc1ccccc1Cl,CC1=NC(SCc2ccccc2)=NC(c2cccc([N+](=O)[O-])c2)C1C(=O)Nc1ccccc1Cl,True,492.98800000000017,6.308100000000005,96.96000000000001,1,6,6,34,0.3218553110305079,True,6.305782958984375,1.4317124619331334,False
O=C(NC(CO)c1ccc(F)cc1)c1ncccc1N(Cc1ccc2ccncc2c1)S(=O)(=O)c1ccccn1,1,46.03,O=C(NC(CO)c1ccc(F)cc1)c1ncccc1N(Cc1ccc2ccncc2c1)S(=O)(=O)c1ccccn1,O=C(NC(CO)c1ccc(F)cc1)c1ncccc1N(Cc1ccc2ccncc2c1)S(=O)(=O)c1ccccn1,True,557.6070000000002,4.022800000000003,125.37999999999998,2,7,9,40,0.2804066679888074,True,6.3039389067649845,1.4152467066479426,True
COc1cc2c3ccccc3sn2c(=N)n1,1,28.12,COc1cc2c3ccccc3sn2c(=N)n1,COc1cc2c3ccccc3sn2c(=N)n1,True,231.28,2.0370699999999995,50.38,1,4,1,16,0.6963745030236232,True,6.301808010546367,1.2367283167773973,True
COCC1CCCN(C(=O)CC(c2nc(C)cs2)S(C)(=O)=O)C1,1,30.99,COCC1CCCN(C(=O)CC(c2nc(C)cs2)S(C)(=O)=O)C1,COCC1CCCN(C(=O)CC(c2nc(C)cs2)S(C)(=O)=O)C1,True,360.50100000000015,1.8123200000000002,76.57,0,6,6,23,0.7732033403245008,True,6.295093014807928,1.4921681723214644,True
CCCCN(CCCC)CCCCCOc1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1,1,29.78,CCCCN(CCCC)CCCCCOc1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1,CCCCN(CCCC)CCCCCOc1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1,True,531.7840000000002,9.501,12.47,0,2,15,40,0.12473124783622203,True,6.286913122940064,1.4155786512610902,False
CC(C)S(=O)(=O)NCCCOc1ccc(-c2nc3cc(CO)ccc3[nH]2)cc1,1,32.61,CC(C)S(=O)(=O)NCCCOc1ccc(-c2nc3cc(CO)ccc3[nH]2)cc1,CC(C)S(=O)(=O)NCCCOc1ccc(-c2nc3cc(CO)ccc3[nH]2)cc1,True,403.5040000000001,2.8189,104.31,3,5,9,28,0.4767083113754892,True,6.276176887512207,1.50957255330529,True
CC(CC(=O)Nc1cccc(Cl)c1C)=NNC(=O)Cc1ccccc1,1,23.19,CC(CC(=O)Nc1cccc(Cl)c1C)=NNC(=O)Cc1ccccc1,CC(CC(=O)Nc1cccc(Cl)c1C)=NNC(=O)Cc1ccccc1,True,357.8410000000001,3.711820000000002,70.56,2,3,6,25,0.6107458188795106,True,6.27156523001194,1.5034096267184016,True
N=c1[nH]c(-c2ccc(NC(=O)C3CC3)cc2)ncc1OC1CC2CC1C(CO)N2,1,37.54,N=c1[nH]c(-c2ccc(NC(=O)C3CC3)cc2)ncc1OC1CC2CC1C(CO)N2,N=c1[nH]c(-c2ccc(NC(=O)C3CC3)cc2)ncc1OC1CC2CC1C(CO)N2,True,395.46300000000014,1.3947699999999998,123.12000000000002,5,6,6,29,0.5058491930811388,True,6.269292379283905,1.4459415662885666,True
CC(=O)Nc1cccc(-c2ccnc3c2CC(C)(C(=O)Nc2ccccc2C)O3)c1,1,24.04,CC(=O)Nc1cccc(-c2ccnc3c2CC(C)(C(=O)Nc2ccccc2C)O3)c1,CC(=O)Nc1cccc(-c2ccnc3c2CC(C)(C(=O)Nc2ccccc2C)O3)c1,True,401.46600000000007,4.3477200000000025,80.32000000000001,2,4,4,30,0.6811983066666268,True,6.234220896879831,1.4822615996529325,True
CC(C)(C)OC(=O)CCCCc1nc2cc(C=C3C(=O)Nc4cc(F)ccc43)ccc2[nH]1,1,36.89,CC(C)(C)OC(=O)CCCCc1nc2cc(C=C3C(=O)Nc4cc(F)ccc43)ccc2[nH]1,CC(C)(C)OC(=O)CCCCc1nc2cc(C=C3C(=O)Nc4cc(F)ccc43)ccc2[nH]1,True,435.4990000000001,5.2492000000000045,84.07999999999998,2,4,6,32,0.3146849416207154,True,6.22822667807738,1.6224059338789918,True
O=C(O)C(C1CCC(CCCc2ccccc2)N1)n1cc(F)c(=O)[nH]c1=O,1,35.75,O=C(O)C(C1CCC(CCCc2ccccc2)N1)n1cc(F)c(=O)[nH]c1=O,O=C(O)C(C1CCC(CCCc2ccccc2)N1)n1cc(F)c(=O)[nH]c1=O,True,375.4000000000001,1.4448999999999999,104.19,3,4,7,27,0.67942780086,True,6.2271683006127665,1.4000045113362696,True
CCc1ccc(NC(=O)c2ccnc(N3CCNCC3)c2)cc1,1,24.49,CCc1ccc(NC(=O)c2ccnc(N3CCNCC3)c2)cc1,CCc1ccc(NC(=O)c2ccnc(N3CCNCC3)c2)cc1,True,310.40100000000007,2.3059000000000003,57.260000000000005,2,4,4,23,0.9096871030616741,True,6.212455237309137,1.367580602728598,True
FC(F)(F)c1ccc2[nH]c(-c3cccnc3)nc2c1,1,19.66,FC(F)(F)c1ccc2[nH]c(-c3cccnc3)nc2c1,FC(F)(F)c1ccc2[nH]c(-c3cccnc3)nc2c1,True,263.222,3.6437000000000017,41.57,1,2,1,19,0.7277803105011197,True,6.187826185775181,1.7104822224933505,True
CCCOc1c(O)cccc1C1C(C(=O)OC)C2CC(CO)C1N2CC,1,43.33,CCCOc1c(O)cccc1C1C(C(=O)OC)C2CC(CO)C1N2CC,CCCOc1c(O)cccc1C1C(C(=O)OC)C2CC(CO)C1N2CC,True,363.4540000000001,2.1387,79.23,2,6,7,26,0.7228197698457521,True,6.176130329489709,1.4119875961885522,True
CC(C)(C(Cl)Cl)C(O)C(=O)N1CCCC1CNC(=O)c1cccs1,1,45.4,CC(C)(C(Cl)Cl)C(O)C(=O)N1CCCC1CNC(=O)c1cccs1,CC(C)(C(Cl)Cl)C(O)C(=O)N1CCCC1CNC(=O)c1cccs1,True,393.33600000000007,2.6597,69.64,2,4,6,24,0.7305358882784689,True,6.1746280453999836,1.458286909208535,True
CN(CC(N)=O)C(=O)CN(CCNCc1ccc(O)c(O)c1)Cc1ccccc1,1,39.46,CN(CC(N)=O)C(=O)CN(CCNCc1ccc(O)c(O)c1)Cc1ccccc1,CN(CC(N)=O)C(=O)CN(CCNCc1ccc(O)c(O)c1)Cc1ccccc1,True,400.4790000000001,0.6333000000000011,119.13000000000001,4,6,11,29,0.32455191006440304,True,6.172527513186137,1.5324906542288035,True
CCCCCCCCCCCC1NS(=O)(=O)CC1=O,1,29.04,CCCCCCCCCCCC1NS(=O)(=O)CC1=O,CCCCCCCCCCCC1NS(=O)(=O)CC1=O,True,289.4410000000001,2.7780000000000005,63.24,1,3,10,19,0.6289715517425842,True,6.166370881663429,1.483670255795977,True
CS(=O)(=O)NN=CC(Cl)=C(Cl)Cl,1,24.11,CS(=O)(=O)NN=CC(Cl)=C(Cl)Cl,CS(=O)(=O)NN=CC(Cl)=C(Cl)Cl,True,251.52200000000002,1.4069,58.53,1,3,3,12,0.6088801059123938,True,6.137111388111115,1.4487453345137402,True
CCCCCCNC(=O)SCc1cccc(C)c1,1,25.53,CCCCCCNC(=O)SCc1cccc(C)c1,CCCCCCNC(=O)SCc1cccc(C)c1,True,265.42199999999997,4.518120000000004,29.1,1,2,7,18,0.7344491480543655,True,6.136444930871328,1.367632703860795,True
C=C(C)C(C)(C)c1cccc(CS(=O)(=O)c2ccccc2)c1,1,29.97,C=C(C)C(C)(C)c1cccc(CS(=O)(=O)c2ccccc2)c1,C=C(C)C(C)(C)c1cccc(CS(=O)(=O)c2ccccc2)c1,True,314.45,4.514200000000004,34.14,0,2,5,22,0.76071259537033,True,6.106270295937856,1.4335656344161194,True
O=C(O)C(Cc1ccc(NS(=O)(=O)O)cc1)NC(=O)C1CCCN1C(=O)OCc1ccc2ccccc2c1,1,32.13,O=C(O)C(Cc1ccc(NS(=O)(=O)O)cc1)NC(=O)C1CCCN1C(=O)OCc1ccc2ccccc2c1,O=C(O)C(Cc1ccc(NS(=O)(=O)O)cc1)NC(=O)C1CCCN1C(=O)OCc1ccc2ccccc2c1,True,541.5820000000003,2.967600000000002,162.34,4,6,9,38,0.30060240538638233,True,6.097371369457244,1.8092270789508387,False
CC1(C=O)C(O)CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(CC(=O)O)C3CC3OC312,1,40.72,CC1(C=O)C(O)CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(CC(=O)O)C3CC3OC312,CC1(C=O)C(O)CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(CC(=O)O)C3CC3OC312,True,450.5720000000003,2.1491,127.59000000000002,4,6,3,32,0.38312332071328453,True,6.080899072202047,1.5577895105717727,True
COc1ccc(NC(=S)NC(=O)c2cccnc2)cc1OC,1,24.69,COc1ccc(NC(=S)NC(=O)c2cccnc2)cc1OC,COc1ccc(NC(=S)NC(=O)c2cccnc2)cc1OC,True,317.37000000000006,2.2256,72.48,2,5,4,22,0.8426305532126109,True,6.054437848572505,1.3824694641139021,True
CC(C)(C)C(=O)Nc1ccc2c(c1)cc(C(N)=O)n2S(C)(=O)=O,1,31.02,CC(C)(C)C(=O)Nc1ccc2c(c1)cc(C(N)=O)n2S(C)(=O)=O,CC(C)(C)C(=O)Nc1ccc2c(c1)cc(C(N)=O)n2S(C)(=O)=O,True,337.40100000000007,1.5324999999999995,111.25999999999999,2,4,3,23,0.8843225904680523,True,6.047046603107452,1.4294716861783159,True
CC(=O)OC1CCC2C3=CCC4(C)C(=C5C(=O)OCC5=CC4C)C3CCC12C,1,40.53,CC(=O)OC1CCC2C3=CCC4(C)C(=C5C(=O)OCC5=CC4C)C3CCC12C,CC(=O)OC1CCC2C3=CCC4(C)C(=C5C(=O)OCC5=CC4C)C3CCC12C,True,382.50000000000017,4.510300000000004,52.60000000000001,0,4,1,28,0.49452628269711335,True,5.987699931748707,1.4099643695738986,True
CCOc1cc(C=C2C(=O)NC(=O)NC2=O)cc(Br)c1O,1,19.71,CCOc1cc(C=C2C(=O)NC(=O)NC2=O)cc(Br)c1O,CCOc1cc(C=C2C(=O)NC(=O)NC2=O)cc(Br)c1O,True,355.144,1.3027999999999997,104.73,3,5,3,21,0.5601107155699742,True,5.974654512850444,1.3963862632512802,True
CN(C)C(=O)c1cc2ccc(OCc3cccc(CN)c3)cc2oc1=O,1,31.05,CN(C)C(=O)c1cc2ccc(OCc3cccc(CN)c3)cc2oc1=O,CN(C)C(=O)c1cc2ccc(OCc3cccc(CN)c3)cc2oc1=O,True,352.39000000000004,2.5324999999999998,85.77000000000001,1,5,5,26,0.7133049224052896,True,5.955876569112142,1.4577252998119454,True
CC12C=C3CCCCC3=[N+]([O-])C1CCC2=O,1,30.11,CC12C=C3CCCCC3=[N+]([O-])C1CCC2=O,CC12C=C3CCCCC3=[N+]([O-])C1CCC2=O,True,219.28399999999996,2.1895,43.14,0,2,0,16,0.46273551110159716,True,5.9098604538115245,1.4314843756572013,True
CC(C)=CCCC(C)=CC1CCC2C1(C)CCC(O)C2(O)CO,1,24.55,CC(C)=CCCC(C)=CC1CCC2C1(C)CCC(O)C2(O)CO,CC(C)=CCCC(C)=CC1CCC2C1(C)CCC(O)C2(O)CO,True,322.48900000000003,3.5897000000000028,60.69,3,3,5,23,0.6779414891392389,True,5.883447947787895,1.5331207422455562,True
CCOC(=O)C(C)(C)CCCC=CCCCCCCCC(N)=O,1,33.61,CCOC(=O)C(C)(C)CCCC=CCCCCCCCC(N)=O,CCOC(=O)C(C)(C)CCCC=CCCCCCCCC(N)=O,True,325.49300000000005,4.518200000000003,69.39,1,3,14,23,0.2899064774304582,True,5.880604501724243,1.578149143380018,False
Cc1cccc(NC(=O)NC2(C(=O)Nc3ccc(F)cc3)CCCCC2)c1,1,26.42,Cc1cccc(NC(=O)NC2(C(=O)Nc3ccc(F)cc3)CCCCC2)c1,Cc1cccc(NC(=O)NC2(C(=O)Nc3ccc(F)cc3)CCCCC2)c1,True,369.4400000000002,4.597220000000003,70.23,3,2,4,27,0.7372013392356601,True,5.8327701412382575,1.320435495575863,True
CS(=O)(=O)N1CN(CC2CCCCCCC2)CC2C(CNC(=O)N3CCCC3)CCCC21,1,39.86,CS(=O)(=O)N1CN(CC2CCCCCCC2)CC2C(CNC(=O)N3CCCC3)CCCC21,CS(=O)(=O)N1CN(CC2CCCCCCC2)CC2C(CNC(=O)N3CCCC3)CCCC21,True,468.70800000000037,3.4719000000000015,72.96,1,4,5,32,0.6705427307259201,True,5.75309283976782,1.5492380966170505,True
