SMILES,SMILES_state,NLL
CC=C(c1ccc(Br)cc1)c1cc(Br)c(O)c(Br)c1,1,25.04
COc1cc2nccc(Oc3ccc4oc(=Nc5cccc(C(F)(F)F)c5)[nH]c4c3)c2cc1OC,1,26.17
CCOc1ccc(NC(=O)Nc2ccc(N=C3C(=O)Nc4ccccc43)cc2)cc1,1,22.78
Cn1c(=O)n(Cc2ccc(Cl)cc2)c(=O)c2c1nc1n2CC(=O)c2cc(OC(F)(F)F)ccc2-1,1,32.28
O=C(NC1CCC(CNC(=NO)c2cccnc2)CC1)c1cc(C(F)(F)F)ccc1Cl,1,34.04
COc1cc(CCC(=O)C=CC=CC=CC(O)CC(C)CC(=O)O)cc(O)c1O,1,36.7
CCC(CC)OC1=C(COC(C)=O)CCC(N)C1NC(C)=O,1,25.15
CCCCN1C(=O)N(c2ccc(C(=N)N)cc2)C(=O)C12CCN(CC(=O)NCc1ccccc1)CC2,1,31.46
Cn1c(=NC(=O)CS(=O)(=O)c2ccccc2)sc2cc(NC(=O)c3ccccc3Cl)ccc21,1,31.33
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,1,17.12
COc1ccc2nc3cc(C(=O)c4c(O)n(C)c(=O)n(C)c4=O)ccc3cc2c1,1,34.09
NC(=O)c1cn(-c2ccc3ncsc3c2)c2cccnc12,1,25.65
COc1ccccc1N1CCN(C(=O)c2ccco2)CC1,1,19.58
COc1cc(OC)cc(C(=O)N=c2[nH]nc(C3=COCCO3)o2)c1,1,21.65
Cc1ccc(S(=O)(=O)CCNC(=O)Nc2ccc(F)cc2)cc1,1,21.13
COc1cccc2c1CCC1C(CO)c3cn(CO)c(O)c3C21,1,40.69
Cc1ccc(S(=O)(=O)N=c2cc(C(F)(F)F)[nH]c3ncnn23)cc1,1,27.48
O=C1CN(c2ccc(Cl)cc2C(F)(F)F)CC(=O)N1CC1CCCC1,1,32.98
CCc1ccc(Cl)cc1NC(=O)c1cnn(-c2ccccc2)c1C1CCN(C(=O)OC(C)(C)C)CC1,1,28.44
O=C(Cc1cccc2ccccc12)NC1=NC2C(=COC(=O)CSc3nc4sc5c(c4s3)CCCC5)CSC12,1,44.91
CCCCOc1ccc(S(=O)(=O)N2C(CC=CC(=O)O)C3C4CCC(C4O)C32)cc1,1,33.98
COC(=O)Cc1c(O)n(C2CC2)c(=S)n1N=Cc1c[nH]c2ccccc12,1,35.69
O=C1NCC2CC(=O)N(c3ccccc3)C2CC1O,1,33.22
C=CCCNc1cc(O)n(-c2ccccc2)c1O,1,25.0
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1,18.46
CCC(CC(C)C)c1cn(-c2cc[nH]c(=N)n2)c2ccccc12,1,32.15
COCCn1cc(C(=O)c2cncc(NC(=O)c3cc4ccccc4[nH]3)c2)c2cccnc21,1,29.33
COc1ccc(CC2c3[nH]c4ccccc4c3CCN2Cc2ccccc2)cc1,1,24.03
CNC(=O)COc1c(CC(=O)N=c2cc(C)o[nH]2)c2ccccc2n1C,1,37.21
CCCCCC(O)c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(N3CCCCC3)C2)cc1,1,35.92
Cc1cccc2[nH]c(-c3ncc(-c4cccc(NC(=O)NCc5ccco5)c4)s3)nc12,1,33.54
CCCCN(C)C(=O)CSc1nc2ccccc2c(=O)n1-c1ccccc1C,1,26.64
Cc1cc(C=O)c(C)n1-c1ccc(C(C)(C)C)cc1,1,20.18
COc1cc(C=C(C#N)c2nnc(-c3ccccc3)o2)cc(OC)c1OC,1,22.68
CCc1nn(CC2CCN2CC)c(C2CC2)c1CC(=O)O,1,34.87
CCC(C)Sc1nc(=Nc2ccccc2)c2cnn(CC(C)c3ccccc3)c2[nH]1,1,29.34
CCCCCCCCCCCCCCCCNS(=O)(=O)NCC(=O)O,1,24.77
COc1ccc(NC(=O)CN(C)CC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)cc1,1,24.44
Cc1cccc(-c2nn3c(COCC(=O)N(C)C)cc(C)nc3c2-c2cc[nH]c(=NC(C)c3ccccc3)c2)c1,1,42.0
COc1noc(-c2ccc(F)cc2)c1CN(C)C(=O)c1ccc(Cl)cc1Cl,1,34.67
CN(C(=O)CS(=O)(=O)c1ccc(F)cc1F)c1ccccc1,1,28.07
CC(=O)C(NC(=O)c1cc(-c2ccncc2)c(F)cc1N)C(C)(C)NC(=O)OCc1cncs1,1,47.68
O=C(COCc1cc(-c2ccc3c(c2)OCO3)on1)N1CCC(O)C1,1,21.74
O=C1NC(=S)NC(=O)C1=Cc1cc2ccccc2s1,1,22.73
CCCc1c(OCc2nn[nH]n2)ccc2c(CCC(=O)O)cc(=O)oc12,1,28.95
COc1cc(C2CC(c3cccnc3)=NN2C(=O)Cn2nnnc2-c2cccs2)ccc1O,1,33.9
CC(C)C1C(=O)N(CCC(O)CN2CCOCC2)CCS(=O)(=O)N1Cc1ccc(-c2ccc(F)c(F)c2)cc1,1,35.73
Cc1cccc(-n2c(O)c3[nH]c(C)c(C)c3c2O)c1,1,26.53
COc1ccc(-c2nc(CNC(=O)C3CC(c4ccc(F)cc4)=NO3)cs2)cc1,1,28.32
CC(CO)NC(=O)c1nc(-c2ccc(OC(C)C)c(Cl)c2)n2c1CCCC2,1,27.91
CCNC1(c2ccc(OC)cc2)CCC(=O)CC1,1,22.0
OC(CNC1Cc2ccccc2Sc2ccccc21)c1ccccc1,1,25.51
CCOc1ccccc1OCCCCOc1cccc(C(=O)OCC(C)C)c1,1,33.41
O=C(C1CCCCN1c1ccc(Oc2ccc(F)c(Cl)c2)cc1)N1CCC(C(O)=NO)C1,1,38.0
Cc1ccc(CN(C(=O)c2ccc(C)c(C)c2)C(C)c2ccco2)o1,1,32.84
CN=c1[nH]c(N2CCCCC2)nc(N2CCCCC2)c1[N+](=O)[O-],1,25.44
Cc1noc(C)c1CSc1nnc(CC(=O)N2CCCO2)n1C,1,32.63
Cc1[nH]ncc1CNC1CCN(S(C)(=O)=O)CC1,1,24.53
Cc1ccc(-c2sc(=S)c(C)c(C#N)c2C(N)=O)cc1,1,29.9
Cc1ccc2c(c1)Oc1ccccc1C2C(=O)N=c1cc[nH]cc1,1,24.48
COc1ccc(-n2cc(-c3ccc(Cl)cc3)[nH]c2=S)cc1,1,18.56
CCCCCCCCCCCC(C)CC1CCCN1CC(NC(=O)OCc1ccccc1)c1ccccc1,1,43.63
CC1(C)CCc2c(C(=O)NCC(O)c3cccc(F)c3)n[nH]c2C1,1,29.85
CCOc1ccc(S(=O)(=O)N(C)CC(=O)NCc2cccs2)cc1,1,22.52
Cc1cc(=O)n(-c2cc(N3CCC4(CC3)Cc3ccccc3C(=O)O4)[nH]c(=N)n2)c(=N)n1C,1,43.35
CN(C)C1CCC(c2ccccc2)N(C(=O)c2ccc(S(=O)(=O)N(C)C)cc2)c2ccccc21,1,30.59
COc1ccc(C(=O)OCC(=O)N2CCC(C)CC2)cc1F,1,25.24
COc1cc(C=CS(=O)(=O)c2ccc(C)cc2)ccc1O,1,22.13
CC(=O)Nc1ccc2c3c(cccc13)C(=O)N(CCN(C)C)C2=O,1,20.51
O=C(O)C1CCCN1S(=O)(=O)c1ccc(OC(F)(F)F)cc1,1,21.64
Cc1c(-c2nccn2-c2cccc3ccccc23)c2cc(F)ccc2n1CC(=O)O,1,34.67
CCCCCCCCCOC(=O)C1=CCC2CC(=O)CC1(O)C2,1,37.64
COCCn1c(=O)c2ccc(N3Cc4ccccc4C3=O)cc2n(C2CC2)c1=O,1,29.52
O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1c1ccc(F)cc1,1,21.41
CC1c2c(Cl)cccc2C2C1C(=O)N(C)C2C,1,36.48
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(=O)CNS(=O)(=O)c1ccc(CO)cc1)C(=O)C1(C)CO1,1,40.55
O=C(Nc1cccc2c1CCCC2)c1cnc2cc(OCCCN3CCCCC3)ccc2c1,1,23.93
O=C(COc1ccc(Cl)cc1Cl)N1CC(c2ccsc2)CC1=O,1,30.32
COc1cccc(COc2ccc(CNC(=O)C(N)CS)cc2)c1,1,27.69
COC(C)c1ccccc1Sc1ccccc1,1,25.19
c1ccc(CNc2cn(C3CCOCC3)nn2)cc1,1,25.55
COc1ccc(CCN(C)CCCn2c(=O)[nH]c(=O)c3nc4c(C)cccn4c32)cc1OC,1,32.85
C=CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC=C)C1c1ccsc1,1,26.12
O=C(NCC1CCCO1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,20.39
CCOCCN(CC(F)(Oc1ccc(Cl)cc1)C(F)(F)F)C(=O)NCc1ccoc1,1,44.04
O=c1[nH]c2ccccc2[nH]c1=NN=Cc1cccnc1,1,21.03
CCOC(=O)N1CCC(NC(=O)C(C#N)=Cc2ccc(C(O)=NO)cc2)CC1,1,28.74
COCCN(C(=O)Cn1nnc(-c2ccc(OC)cc2)n1)C(C(=O)NC1CCCC1)C1CCCO1,1,29.72
CC1CC(C(=O)O)C(c2nc3ccccc3[nH]2)C1,1,26.35
Cc1ncc([N+](=O)[O-])n1CC(=O)NN=Cc1ccc(C(F)(F)F)cc1,1,21.51
COc1ccccc1N(CC(O)COc1ccccc1C)S(=O)(=O)c1ccc(C)cc1,1,27.04
CC(=O)Nc1ccc(N=C(C)c2c(O)cc(C)oc2=O)cc1,1,22.12
COc1ccc(C(=NNCc2ccccc2)c2ccc([N+](=O)[O-])cc2)cc1,1,28.39
O=C(O)C(NC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O)c1ccc2c(c1O)OCC2O,1,36.79
CC(NC(=O)c1ccc(C=CC(=O)c2ccc(Br)cc2)cc1)C1CCCCC1,1,29.68
CC(=O)Nc1ccc(OC(=O)CCN(CCCl)CCCl)c(C)c1,1,29.96
O=C(CCCCCOS(=O)(=O)O)c1ncnc2[nH]cnc12,1,30.93
Cc1ccc(-n2c(O)cc(NCCc3cn(Cc4ccccc4F)c4ccc(Cl)cc34)c2O)cc1,1,38.28
CC(=O)N1CCC(n2nc(-c3ccc(F)c(C(F)(F)F)c3)nc2C2CCN(c3nc[nH]c(=N)c3Br)CC2)CC1,1,26.92
Cc1ccccc1C(=O)N=c1cc[nH]c(Cl)c1,1,22.11
COC(=O)C(CSc1nc(=O)cc(C)[nH]1)NC(=O)c1ccc(N2CCOCC2)nc1,1,42.29
Cc1cc(F)c(N(C)c2ccccn2)c(OCCn2cccc(C(F)(F)F)c2=O)c1,1,39.44
COc1ccc(CN=c2cc[nH]c(N3CCN(C(=O)NS(=O)(=O)c4ccc(C)cc4)CC3)n2)cc1OC,1,29.4
O=C(c1ccc(Cl)cn1)c1sc2nc(C(F)(F)F)cc(-c3ccccc3)c2c1OCCCCO,1,45.71
CN(C)C(=O)NCc1cn(-c2ccc3[nH]c(=O)[nH]c3c2)nn1,1,29.13
COc1ccc(C(=O)NCCN2C(=O)SC(=Cc3ccc(Cl)cc3)C2=O)cc1OC,1,24.28
NC(=O)C1CCN(Cc2ccc(NC(=O)CCCc3nccs3)cc2)CC1,1,32.23
O=C(NNC(=S)NC1C(O)OC(CO)C(O)C1O)c1cccs1,1,28.12
CSc1nc2ccc(Cl)cc2c(=O)n1CCCOc1ccc(C(C)(C)C)cc1Br,1,34.55
NC(=S)NCCC(c1ccccc1)c1ccccc1,1,19.81
Cc1ccccc1-c1nnc(-c2cccc([N+](=O)[O-])c2)o1,1,21.93
Cc1ccc2nc(C(=O)O)ncc2c1,1,25.22
c1coc(CNc2cc(=NC3Cc4ccccc4C3)nc[nH]2)c1,1,25.41
Cc1c(CC(O)=NO)c2ncccc2n1Cc1ccc(N)cc1,1,26.69
NC(Cc1ccc2cc(Nc3ccccc3Cl)c(O)c(Cl)c2c1)C(=O)O,1,40.08
c1cncc(N2CC3CNCC3C2)c1,1,18.3
CCCCc1nnc(-c2ccc3c(c2)S(=O)(=O)CCO3)o1,1,29.94
Cc1ccn2c(-c3ccnn3C)c(-c3cccc(CC(=O)NC(C)C)c3)nc2c1,1,38.34
COc1cccc(C=CC(=O)Nc2ccc(-c3nc4ccc(N)cc4n3O)cc2OC)c1,1,34.92
N=C(N)c1ccc(COc2cc(-c3cccc(-c4ccccc4)c3)ccn2)cc1,1,31.84
CCC1(C(=O)OC)NC(CN(C)C(=O)c2ccccc2)c2c1c(O)n(C)c2O,1,23.28
CNCCNC(=O)c1cc(=NC(=O)c2cc(-c3ccccn3)c(F)cc2Cl)n(-c2ccccc2)[nH]1,1,22.1
CN(C(=O)COC(=O)c1c2c(nc3ccccc13)CCCC2)C1CCS(=O)(=O)C1,1,24.04
COc1cc(C=C2C(=O)N(c3cccc(Cl)c3)N=C2C(F)(F)F)ccc1OC(=O)N(C)C,1,28.83
COc1ccc(Cn2c(C)c(C(O)N(C(C)C)C(C)C)cc(CC(=O)NC3CCCCC3C)c2=O)cc1,1,24.22
COc1cccc(CN2CC(C(=O)NC(C)Cc3ccccc3)CCC2=O)c1,1,28.62
CC(=O)NS(=O)(=O)c1ccc(NN=Cc2cc(F)ccc2O)c([N+](=O)[O-])c1,1,29.28
N=c1ncc(-c2cc(N3CC4CCC(C3)O4)nc(N3CC4CC3C4)n2)c[nH]1,1,22.52
O=C(NC1CN2CCC1CC2)c1ccc(Br)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,1,32.59
C=CCC(OC(=O)CCNC(=O)c1cccc(OC)c1)c1ccc(Oc2ccccc2)cc1,1,37.3
COCN1C(=O)C2(CC(C)=CS2)c2ccccc21,1,27.42
COc1ccc(-c2nn3c(c2C(=O)Nc2ccc(C(=O)OCCn4[nH]c(=O)ccc4=O)cc2)CCC3)cc1,1,42.18
CC1CCCN(C(=O)C2CC(C(=O)N3CCC(c4cc(C(F)(F)F)nn4-c4ccc(Cl)cc4)CC3)CN2)C1,1,32.52
O=C(O)C1COC(c2ccccc2)=N1,1,18.28
COC(=O)NC1CCC(C)(C)OC1=NO,1,25.87
O=C(CS(=O)(=O)c1n[nH]c(-c2ccco2)n1)NCCC1=CCCCC1,1,29.27
CC(=O)NC1CC2CCC(C1)N2C(=O)Nc1ccc([N+](=O)[O-])cc1,1,25.9
CC(C)CC(N)c1nc(-c2cn[nH]c2)c[nH]1,1,27.71
O=C(c1ccccc1-n1nccn1)N1CCOC(c2c[nH]c3cc(F)ccc23)C1,1,29.19
COC(=O)CSc1cc(S(=O)(=O)n2ccc(C)n2)c2c(C)ccc(C(=O)O)cc1-2,1,41.02
O=S(=O)(CCN1CCCCC1)Cc1ccc(Cl)cc1,1,21.32
O=C(c1ccc(C#Cc2ccccc2)cc1)N1CCCC(Nc2ccccc2)C1,1,24.62
C[N+](C)(C)c1ccc2c(c1)S(=O)(=O)c1ccccc1O2,1,23.8
Fc1ccccc1-c1nncc2c(CN3CCOCC3)c(-c3ccccc3)nn12,1,31.71
N#Cc1ccc(N2C(=O)C(=c3oc(N)c(C#N)c3=Cc3ccccc3)OC2=S)cc1C(F)(F)F,1,38.27
Cc1cccc(-n2cc(-c3cccs3)nn2)n1,1,23.82
COc1ccc(-n2c(SCC#N)nc3ccccc3c2=O)cc1OC,1,22.96
CN(C)CC1CSC(c2cccc(F)c2F)S1,1,27.9
Cc1ccc(C(=O)C=Cc2ccccc2C(F)(F)F)cc1,1,19.32
c1ccc(Cc2cncc(-c3ccncc3)c2)cc1,1,23.77
O=C(c1ccco1)N1CCN(c2c(N3CCCC3)c(=O)c2=O)CC1,1,23.08
CN(C)CCN(C)C(=O)c1cn(Cc2ccc(F)cc2)c2ccccc12,1,24.32
O=c1c2ccccc2ncn1Cc1ccccc1,1,17.31
S=C(c1nc2ccccc2[nH]1)N1CCN(Cc2ccccc2)CC1,1,24.35
N=c1[nH]oc2ccc(-c3ccccc3CN(CCCN)C3CCCc4cccnc43)cc12,1,34.27
O=C(c1cc2c3c(c1)CCC(=O)N3CCC2)c1cn(-c2ccc(C(F)(F)F)cc2Cl)nc1C(=O)OCCOc1cccc(Br)c1,1,45.94
CCC(O)C#CCOc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,1,32.29
CN(CCCCCC(=O)N1CCN(C(=O)OC2CCCC(OC(=O)N3CCC(N4CCCCC4)CC3)CCC2)CC1)Cc1ccc(F)cc1,1,31.06
O=C(CBr)N1Cc2ccccc2Sc2ccccc21,1,23.65
CCCc1csc(NC(=O)CSc2nnc(Cc3cccc4ccccc34)n2CC)c1C(=O)OCC,1,40.99
CC(C)(C)c1cc(-c2ccc(CN3CCC(O)CC3)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2)s1,1,35.02
CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCCN3CCC(C(O)(c4ccccc4)c4ccccc4)CC3)cc12,1,24.83
Cc1ccc(CNC(=O)C(C)n2cncn2)c(C)c1,1,25.26
COCCn1cncc1-c1cc(C#N)cnc1-n1cnc(CN)c1,1,40.32
COc1ccc(-n2c(C)nc3ccsc3c2=O)c(OC)c1,1,21.98
Cc1nc2ncccn2c(=S)c1N,1,29.28
COc1cc(Br)c(C=CC(=O)NCCc2c[nH]cn2)cc1OC,1,26.2
N=C(N)NCCCC(NC(=O)c1sccc1NS(=O)(=O)c1ccc(Br)c(F)c1)C(=O)O,1,32.62
COc1cc(N)c(Cl)cc1C(=O)OCCN1CCC2C(CCN2C)C1,1,24.31
CCC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)Nc3cccc(C(F)(F)F)c3)ccc21,1,22.61
N=c1[nH][nH]c2ccc(O)cc12,1,23.19
NC12CCC(C1)C(C(=O)Nc1ccccc1C(F)(F)F)S2,1,33.26
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(NC(=O)OC(C)(C)C)CC2)CC1,1,26.21
COCCN=c1cccc(C=C(C)C)[nH]1,1,29.34
Cc1ccc(NC(=S)NCCC2CCCN2C(=O)C(N)Cc2ccc(O)cc2)c(C)c1,1,34.4
Cn1ncc(-c2cccnc2)c1Cl,1,22.29
Cc1cc2oc(-c3ccc(NC(=O)C4CCN4C(=O)CCC(=O)O)cc3)nc2cc1Cl,1,40.54
CCC(C)Oc1ccc(C)cc1N1CCN(C2CCC(c3ccccc3)CC2)CC1,1,32.48
[N-]=[N+]=NCC1OC(n2cnc3c(=NC4CCOC4)[nH]cnc32)C(O)C1O,1,21.43
CC(=O)N=c1ccc(S(=O)(=O)N2CC(c3ccccc3)C(N3CCCCC3)C2)c[nH]1,1,30.08
COc1ccc(-c2oc(=S)[nH]c2O)cc1,1,20.34
CC1(C)C2CC3(CO3)OC(=O)C21,1,27.44
CC(C)CCn1sc2ccc(F)cc2c1=O,1,25.42
COc1cc2c(cc1O)CCN(C(CN=[N+]=[N-])CC1CC13C(=O)Nc1cc(Cl)c(Cl)cc13)C2,1,45.94
Cn1cc(CN2CCC3(CC2)COCCN(Cc2cnccn2)C3)cn1,1,27.43
CCCCCCNC(=O)c1ccc(-c2cc(=O)c3ccccc3o2)[nH]c1=O,1,31.85
N#CC1CN2C(=N)CCC2=NC1=O,1,24.83
CC(=O)Nc1ccc2oc(C(C)C)nc2c1,1,21.49
CC(=NNC(=O)CN(c1ccc(C)c(C)c1)S(=O)(=O)c1ccccc1)c1cccnc1,1,26.39
NS(=O)(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,1,17.68
Cc1cc(C)cc(NC(=O)C(=O)N2CCCC2)c1,1,20.77
O=c1[nH]c(O)c(C(C[N+](=O)[O-])c2ccc3occc3c2)c(=O)[nH]1,1,31.62
COc1cc2nc(N3CCOCC3)nc(N3CC4(C)CC3COC(C)(C)C4)c2cc1OC,1,40.1
CC(=O)NC1=NC(C)(C)c2c(-c3ccnc(C)c3)nn(CCCN3CCOCC3)c2N1,1,40.95
CCCCCCCCCCCCCCOCC(O)COc1c(C(C)=O)cc(OCC(O)CO)cc1C(C)CC,1,43.82
Cc1ccccc1C(=O)C1CCCN(S(=O)(=O)C2CC2)C1,1,24.28
c1ccc(Cc2nc(-c3ccc4c(c3)CCN4)no2)cc1,1,25.79
CN1CCOc2ccc(CO)cc21,1,23.4
C=CCN(CC)Cc1c(C)nc(=N)[nH]c1-c1csc(Cl)c1,1,38.22
O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCc2ccccc2Br)CC1,1,25.26
C=C1C=C2C(O)(CCC3C(C)(O)COC(c4ccoc4)C23C)CC1=C,1,38.78
COc1ccccc1CC1c2cc(OCCN(C)C)ccc2CCC1N1CCCC1,1,24.97
Oc1ccc(-c2oc(O)c(O)c2O)cc1O,1,19.47
CC=CCC=CCC=CCC=CCC=CCCC(=O)OC(C)(C)CO,1,28.25
O=C(NCCCN1CCN(c2cccc(O)c2)CC1)c1csc2nc(-c3ccc(Br)cc3)cn12,1,35.52
COc1ccc2c(c1)c(CC(=O)NS(N)(=O)=O)c(C)n2S(=O)(=O)c1ccccc1,1,30.16
COC(C)COc1ccn2ncc(-c3cccc4[nH]c(C(=O)Nc5cccc(C(=O)Nc6cc(-n7cnc(C)c7)cc(C(F)(F)F)c6)c5)cc34)c2c1,1,56.68
CC(=O)Nc1ccc(C(NC(=O)c2ccc[nH]c2=O)C(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)cc1,1,40.94
O=S(=O)(Cc1ccccc1)CC(C1CC1)n1c(O)ccc1O,1,29.1
Cc1ncn(-c2ccc(N=c3cc(N4CC(C(C)(C)O)C4)nc[nH]3)cc2)c1C,1,33.85
CCCN(CC(=O)Nc1ccccc1C)C(=O)Cn1ncc2ccccc2c1=O,1,26.46
S=C(Nc1ccc2c(c1)NC(=Cc1ccccc1Cl)S2)Nc1ccc2nccnc2c1,1,38.21
COc1ccc(NC(=O)c2ccc(-c3cccc(Cl)c3)o2)cc1,1,22.15
CCOC(=O)c1c(C)nc(N(C)c2cccc(C)c2)c(C#N)c1-c1ccccc1F,1,32.5
CN1CCN(Cc2cc(C(=O)c3ccc(C(=O)N(C)C)cc3)cc(CN3CCCS3(=O)=O)c2O)CC1,1,34.4
Cc1cc(C2=NC(C)(C)CO2)ccc1OCCCc1onc(CC(=O)O)c1C,1,35.33
CCCc1cc(=O)[nH]c(SCC(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)n1,1,21.96
O=C(Nc1ccccc1)c1cc(Cl)c[nH]c1=Nc1cn(CC(F)(F)F)cc1C(F)(F)F,1,35.09
CNN1C(=O)c2ccc(F)cc2C(c2ccccc2)N=C1c1ccccc1,1,31.71
CC(C)Oc1cccc(CN(Cc2ccc(-c3ccsc3C(=O)O)cc2)c2ncc(S(N)(=O)=O)s2)c1,1,41.42
CC(=O)N1CCC2(CC1)OCCc1cc(-c3ccccc3)[nH]c12,1,25.0
CCc1ccc(-c2[nH]c3ccc(OC(=O)c4ccccc4)cc3c2CCNCCCCc2ccc(NS(C)(=O)=O)cc2)cc1,1,32.8
COC(=O)CNC(=O)C(CC(C)=O)N1C(=O)C2Cc3ccccc3CN2C1(C)C,1,32.2
CC(C)=CCCC(C)=CC1CC(C(C)(C)CO)OC1=O,1,33.46
Cc1cccc(C)c1NC(=S)N1CCC(C(=O)c2cccs2)CC1,1,25.15
COc1ccc(NC(=O)C2=CC(c3cccs3)=NS(=O)(=O)N2C)cc1Cl,1,23.27
Cc1ccccc1CSc1nnc2c(C(=O)O)cccn12,1,28.55
Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)N=c2cc[nH]cc2)cc1C#N,1,22.34
COc1ccc(C2CC(c3ccc(C#N)cc3)=NN2C(C)=O)c2c1C=CC(C)(C)C2,1,31.97
Cc1c(C)c2c(c(C)c1O)CC(C(C)C(=O)N1CCN(C)CC1)CC2,1,27.33
CCCCn1c(Sc2nc3ccccc3s2)nc2c(=N)[nH]cnc21,1,24.0
Cc1c(-c2nc(-c3cccnc3)no2)cnn1C,1,22.68
CCC(C(=O)c1cc(F)cc(F)c1)c1ccc(O)cc1,1,24.71
Cc1nn2c(N(CC3CCOC3)c3cc(F)ncn3)nc(=NC3CCCC(F)(F)C3)c(C(=O)NCC(F)C(C)(C)O)c2[nH]1,1,59.14
O=C(NCc1cccnc1)C1CC12CCN(CC(c1ccccc1Cl)C1CC1)CC2,1,36.84
COc1ccc(NC(=S)NC(=O)C=Cc2ccccc2)cc1OC,1,23.37
CCOc1ccc(N(CC(=O)O)S(=O)(=O)c2ccccc2)cc1,1,21.8
COc1ccc(NC(=NC2C(N(CCN3CCOCC3)C(=O)Nc3ccc(Cl)cc3)C(=O)N2C2CCN(C(C)=O)CC2)NC#N)cc1,1,41.85
Brc1cccc(CN2CCN(Cc3ccccc3)CC2)c1,1,20.09
COC(=O)C1C(C(C)C)=CC(=N)N=C1C,1,24.91
CNC(=O)c1cc(C)c(NC(=O)NCCCC(C)=CCC=C(C)C)c(OC)c1,1,40.0
CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(F)cc3)nn2)CC1,1,20.31
COC(=O)c1ccc(NC(C)C(=O)NN=Cc2ccc(OCc3ccccc3)cc2)cc1,1,26.8
COc1cc(O)cc(CCC(=O)c2ccc(-c3ccccc3)cc2)c1,1,28.1
CCOC(=O)c1csc(=NNC(=O)c2ccccc2Cl)[nH]1,1,25.04
COc1ccc(CNC(=O)c2cnn3c(C(F)(F)F)cc(-c4cccs4)nc23)cc1OC,1,25.3
CCn1c(-c2cnc(=N)[nH]c2)nc2c(C)cc(Oc3ccc(C)nc3-c3ccncc3C3CC3)cc21,1,49.05
Cc1ccc(-c2cc(CNCc3ccccc3Cl)ccn2)c(C)c1,1,30.67
CCCC(=NO)C(C)=Cc1ccc(C(C)(C)C)cc1,1,26.91
O=C(Nc1cccnc1)c1cc(C2Sc3ccccc3N(Cc3ccccc3)C2=O)on1,1,28.91
CN1C(=O)CSC(c2ccc(-c3ccc4c(c3)OCO4)cc2)c2c1[nH]c(=O)c1ccccc21,1,37.71
NC(=O)OCC1=CCCCC1,1,22.07
Cc1cc(C=Cc2cccc(F)c2)nc2ccccc12,1,22.14
COc1ccccc1OCCC1CCN(c2ccc(C)nn2)CC1,1,20.8
CC(=O)N1c2ccc(Cl)cc2-c2nc3ccccc3nc2C1(C)c1cccc(Cl)c1,1,31.79
CC(C)c1cc(=NC(=O)Nc2c[nH]c3ccc(F)cc23)n(-c2ccccc2)[nH]1,1,26.73
Cc1ccccc1-c1nc(CN2CCCCC2C)co1,1,20.76
CN(C)C(=O)c1cnc2c(c1)c1cn[nH]c(=O)c1n2Cc1ccc(OCCOCCF)cc1,1,40.57
CNC(=O)N(CC1COc2c(ccc3cc(S(=O)(=O)N=c4[nH]cns4)ccc23)O1)OC,1,38.37
CN1CCN(CCn2cc(C(=O)C3=CCN(Cc4ccccc4)CC3)c3ccccc32)CC1,1,28.4
COc1cc(C)ccc1OCC(=O)NCC1(N(C)C)CCCCC1,1,21.15
CCOC(=O)c1sc(=NS(=O)(=O)c2cc(C)c(Cl)cc2S)[nH]c1-c1ccccc1,1,24.25
CN(CC(=O)N(C)C(C)(C)CO)C(=O)Cc1ccccc1,1,31.27
Cc1c([N+](=O)[O-])c(C(=O)Nc2ccc(C#N)cc2)nn1C,1,22.96
CCn1c(=O)c2[nH]c(-c3ccc(C(=O)Nc4cccc(C)c4C)cc3)nc2n(CCCOC)c1=O,1,30.29
CC(C)CN1C(=O)C(=Cc2cccc(Br)c2)SC1=Nc1ccc(S(N)(=O)=O)cc1,1,27.05
COC1=CC(=O)C(=O)N1SC,1,24.93
O=C1CCCC2=C1C(SCc1ccccc1)C(=O)CC2,1,22.02
COc1cc2nccnc2c(-c2cc(F)cc(F)c2)c1OC,1,28.82
